"","Mmus_C57-6T_LVR_FLT_Rep1_F1","Mmus_C57-6T_LVR_FLT_Rep2_F2","Mmus_C57-6T_LVR_FLT_Rep3_F3","Mmus_C57-6T_LVR_GC_Rep1_G1","Mmus_C57-6T_LVR_GC_Rep2_G2","Mmus_C57-6T_LVR_GC_Rep3_G3","Mmus_C57-6T_SPL_FLT_Rep1_F1","Mmus_C57-6T_SPL_FLT_Rep2_F2","Mmus_C57-6T_SPL_FLT_Rep3_F3","Mmus_C57-6T_SPL_GC_Rep1_G1","Mmus_C57-6T_SPL_GC_Rep2_G2","Mmus_C57-6T_SPL_GC_Rep3_G3"
"ENSMUSG00000120057",0,0,1,0,0,0,0,2,1,3,1,2
"ENSMUSG00000120058",0,0,0,0,2,0,0,2,3,0,0,0
"ENSMUSG00000120059",2,3,2,3,0,3,13,14,18,19,14,16
"ENSMUSG00000120060",1,3,1,1,0,1,0,4,4,10,4,6
"ENSMUSG00000120061",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000120062",2,5,10,4,10,6,5,9,15,10,9,13
"ENSMUSG00000120063",4,1,0,0,1,0,0,1,1,2,0,3
"ENSMUSG00000120064",0,0,0,0,0,0,1,3,4,0,4,2
"ENSMUSG00000120065",2,0,0,0,1,1,0,0,1,3,2,2
"ENSMUSG00000120066",4,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120067",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120068",1,2,0,4,2,2,1,5,3,1,5,6
"ENSMUSG00000120069",3,1,0,2,0,2,8,3,5,7,4,6
"ENSMUSG00000120070",0,0,0,1,0,0,8,10,11,18,11,9
"ENSMUSG00000120071",2,7,8,4,3,3,5,3,3,0,2,0
"ENSMUSG00000120072",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120073",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000120074",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120076",4,4,5,2,4,3,8,4,11,4,5,5
"ENSMUSG00000120077",1,0,1,0,0,0,2,3,3,5,6,3
"ENSMUSG00000120078",41,28,13,29,15,19,4,5,4,3,2,1
"ENSMUSG00000120079",15,18,5,26,9,6,1,1,2,0,0,0
"ENSMUSG00000120080",0,0,0,0,0,0,1,1,0,4,2,2
"ENSMUSG00000120081",96,52,2,57,80,61,366,337,161,2,148,186
"ENSMUSG00000120082",6,8,14,2,6,10,5,8,5,13,3,9
"ENSMUSG00000120083",0,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000120084",79,91,61,70,66,65,0,0,2,0,3,0
"ENSMUSG00000120085",0,0,0,0,0,0,10,2,11,11,6,11
"ENSMUSG00000120086",0,0,0,0,0,0,9,10,15,14,17,14
"ENSMUSG00000120087",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120088",1,1,2,0,2,0,12,16,23,31,23,26
"ENSMUSG00000120089",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120090",1,2,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000120091",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000120092",9,13,8,11,9,10,26,46,58,57,34,34
"ENSMUSG00000120093",2,3,0,8,7,2,5,5,1,10,4,5
"ENSMUSG00000120094",7,4,2,3,4,0,5,9,10,9,5,3
"ENSMUSG00000120095",9,5,3,2,3,1,10,29,25,30,17,13
"ENSMUSG00000120096",0,0,0,0,0,0,0,1,1,0,1,0
"ENSMUSG00000120097",12,11,5,13,15,10,3,11,6,5,9,9
"ENSMUSG00000120098",0,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000120099",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120100",23,7,1,7,4,4,1,5,6,2,5,5
"ENSMUSG00000120101",7,3,1,1,2,1,9,11,19,9,10,5
"ENSMUSG00000120102",0,0,0,0,0,0,1,2,0,0,2,0
"ENSMUSG00000120103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120104",33,39,14,38,37,23,2,7,3,7,3,1
"ENSMUSG00000120105",2,4,4,2,6,1,8,7,9,17,16,16
"ENSMUSG00000120106",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000120107",0,0,0,0,0,0,1,2,0,0,0,0
"ENSMUSG00000120108",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120109",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000120110",0,0,0,0,0,0,0,0,1,2,0,2
"ENSMUSG00000120111",3,1,3,7,5,4,2,3,8,3,0,3
"ENSMUSG00000120112",1,3,1,0,1,0,1,6,11,4,4,7
"ENSMUSG00000120113",160,199,130,172,160,144,106,172,178,231,163,147
"ENSMUSG00000120114",0,0,2,4,2,1,0,0,0,2,2,2
"ENSMUSG00000120115",1,0,0,3,1,0,47,85,129,11,98,97
"ENSMUSG00000120116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120117",1,1,0,1,2,1,2,1,6,4,7,4
"ENSMUSG00000120118",8,12,15,16,5,9,2,0,2,1,0,0
"ENSMUSG00000120119",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120120",6,1,8,0,3,3,3,3,1,0,1,2
"ENSMUSG00000120121",2,2,1,3,4,1,4,19,14,13,8,14
"ENSMUSG00000120122",0,0,0,0,0,0,0,1,2,2,1,2
"ENSMUSG00000120123",1,3,0,1,3,1,1,1,1,1,1,3
"ENSMUSG00000120124",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120125",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120126",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120127",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120128",0,0,0,0,0,0,0,0,1,3,0,0
"ENSMUSG00000120129",17,8,13,8,6,10,6,7,9,15,17,9
"ENSMUSG00000120130",0,0,0,0,0,0,12,20,11,4,9,22
"ENSMUSG00000120131",0,0,0,0,0,0,2,2,2,3,0,1
"ENSMUSG00000120132",0,0,1,0,1,0,1,0,0,1,0,2
"ENSMUSG00000120133",4,6,2,7,5,1,0,1,0,1,0,1
"ENSMUSG00000120134",0,0,0,0,0,0,0,0,0,4,0,0
"ENSMUSG00000120135",1,0,0,0,0,0,2,7,4,3,8,5
"ENSMUSG00000120136",2,1,2,1,2,0,0,0,0,2,1,0
"ENSMUSG00000120137",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120138",5,6,7,2,2,0,18,20,20,30,17,22
"ENSMUSG00000120139",60,70,60,49,89,38,36,42,50,13,45,40
"ENSMUSG00000120140",27,12,29,20,19,16,236,224,278,527,296,239
"ENSMUSG00000120141",1,0,0,1,0,0,2,2,2,4,2,5
"ENSMUSG00000120142",26,24,19,39,19,12,27,27,32,38,27,25
"ENSMUSG00000120143",4,3,3,8,6,8,4,0,2,0,2,0
"ENSMUSG00000120144",448,429,263,395,306,399,1253,1481,1496,2518,1458,1315
"ENSMUSG00000120145",239,171,27,150,227,111,0,0,0,0,0,0
"ENSMUSG00000120146",11,5,12,6,5,10,0,0,0,0,0,0
"ENSMUSG00000120147",0,1,1,2,1,0,1,1,2,3,1,1
"ENSMUSG00000120148",1,1,1,3,0,1,2,5,6,6,5,3
"ENSMUSG00000120149",112,39,94,96,48,20,1,0,0,0,0,0
"ENSMUSG00000120150",1,1,2,1,2,1,2,4,3,3,0,1
"ENSMUSG00000120151",0,2,0,1,3,1,2,6,7,0,3,5
"ENSMUSG00000120152",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120153",18,23,22,26,20,12,7,11,11,13,6,3
"ENSMUSG00000120154",2,4,3,9,7,9,3,0,2,4,3,1
"ENSMUSG00000120155",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120156",0,0,0,0,0,0,3,5,0,1,3,1
"ENSMUSG00000120157",0,0,0,0,0,0,3,2,5,6,3,4
"ENSMUSG00000120158",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120159",0,0,0,0,0,0,1,2,1,2,1,2
"ENSMUSG00000120160",7,10,5,11,5,5,3,6,5,10,5,10
"ENSMUSG00000120161",2,0,0,0,1,1,0,2,0,0,2,0
"ENSMUSG00000120162",122,94,37,102,76,84,106,109,147,169,117,117
"ENSMUSG00000120163",3,6,3,0,2,0,2,0,2,0,0,2
"ENSMUSG00000120164",2,1,0,1,2,0,0,0,0,0,0,0
"ENSMUSG00000120165",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120166",116,82,72,99,92,81,218,342,372,389,333,315
"ENSMUSG00000120167",0,1,1,1,0,1,5,10,4,8,7,5
"ENSMUSG00000120168",0,0,0,0,0,0,205,130,23,14,14,47
"ENSMUSG00000120169",25,24,9,15,12,23,99,120,128,129,125,76
"ENSMUSG00000120170",0,0,1,0,0,0,0,0,0,1,0,0
"ENSMUSG00000120171",0,0,0,0,0,0,11,16,36,0,20,14
"ENSMUSG00000120172",15,10,10,7,8,4,3,6,5,11,5,6
"ENSMUSG00000120173",414,388,102,331,423,278,0,0,0,0,0,1
"ENSMUSG00000120174",495,369,162,428,392,620,2,1,5,1,0,0
"ENSMUSG00000120175",47,53,38,43,59,49,39,67,91,105,69,46
"ENSMUSG00000120176",5,10,11,14,11,13,4,12,16,19,12,13
"ENSMUSG00000120177",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000120178",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120179",0,0,0,0,0,0,0,3,2,1,1,2
"ENSMUSG00000120180",0,3,0,0,2,0,2,1,2,2,0,1
"ENSMUSG00000120181",0,0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000120182",0,0,0,0,0,0,6,14,10,4,10,10
"ENSMUSG00000120183",30,27,7,27,39,27,192,279,355,204,243,231
"ENSMUSG00000120184",0,0,1,1,1,0,1,1,1,1,2,0
"ENSMUSG00000120185",1,0,0,0,0,0,2,5,8,3,4,4
"ENSMUSG00000120186",2,5,1,5,7,5,1,3,2,1,1,2
"ENSMUSG00000120187",1,0,1,1,2,1,2,8,8,10,3,2
"ENSMUSG00000120188",1,4,0,5,1,2,6,5,7,8,6,8
"ENSMUSG00000120189",2,3,0,4,4,3,4,7,9,8,10,9
"ENSMUSG00000120190",0,0,0,0,0,0,1,0,2,2,0,2
"ENSMUSG00000120191",8,6,2,2,8,6,32,40,57,13,28,43
"ENSMUSG00000120192",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120193",9,5,4,5,6,2,0,3,7,6,9,9
"ENSMUSG00000120194",1,0,0,0,0,0,2,0,3,6,3,3
"ENSMUSG00000120195",0,1,2,4,2,1,1,0,2,1,4,1
"ENSMUSG00000120196",6,3,13,5,8,8,8,6,8,16,5,13
"ENSMUSG00000120197",1,0,0,0,2,0,1,1,2,1,1,0
"ENSMUSG00000120198",6,3,0,0,8,4,29,42,46,15,39,35
"ENSMUSG00000120199",2,5,0,7,7,3,10,18,17,13,18,13
"ENSMUSG00000120200",35,0,0,12,8,5,0,0,0,0,0,0
"ENSMUSG00000120201",3,0,1,2,1,1,8,18,23,26,9,12
"ENSMUSG00000120202",2,0,0,1,0,0,6,1,1,2,1,1
"ENSMUSG00000120203",7,7,3,4,10,5,3,3,3,2,1,3
"ENSMUSG00000120204",40,32,1,29,41,11,0,0,0,0,1,0
"ENSMUSG00000120205",0,0,0,0,0,0,3,5,1,1,3,0
"ENSMUSG00000120206",12,8,4,6,9,11,0,0,0,0,0,0
"ENSMUSG00000120207",0,1,0,1,0,0,0,1,2,6,0,1
"ENSMUSG00000120208",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120209",23,37,1,32,58,19,0,0,0,0,0,0
"ENSMUSG00000120210",25,13,3,20,16,8,13,10,18,13,14,3
"ENSMUSG00000120211",0,0,0,0,0,0,0,2,0,0,1,0
"ENSMUSG00000120212",39,17,8,37,21,23,0,0,0,0,0,0
"ENSMUSG00000120213",0,0,0,0,0,0,0,3,0,0,2,2
"ENSMUSG00000120214",1,0,0,0,0,0,5,5,14,21,6,12
"ENSMUSG00000120215",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000120216",0,0,0,0,0,0,21,28,43,16,27,24
"ENSMUSG00000120217",0,1,0,0,0,0,0,2,2,4,2,0
"ENSMUSG00000120218",0,0,0,0,0,0,2,0,1,0,0,0
"ENSMUSG00000120219",9,7,5,9,4,3,22,45,45,27,26,18
"ENSMUSG00000120220",0,0,0,0,0,0,1,0,3,1,0,2
"ENSMUSG00000120221",5,3,4,7,6,4,20,20,31,14,15,25
"ENSMUSG00000120222",0,0,1,0,0,1,3,4,3,4,1,2
"ENSMUSG00000120223",0,0,0,0,0,0,2,1,1,5,1,3
"ENSMUSG00000120224",118,106,133,112,105,84,177,254,317,408,220,172
"ENSMUSG00000120225",1,5,5,7,2,1,4,9,4,9,4,3
"ENSMUSG00000120226",13,51,68,24,10,11,0,0,0,0,0,0
"ENSMUSG00000120227",5,5,7,10,9,5,20,28,41,18,46,36
"ENSMUSG00000120228",0,5,0,0,2,3,8,6,14,10,6,5
"ENSMUSG00000120229",30,20,1,29,15,11,176,172,220,5,166,158
"ENSMUSG00000120230",0,1,0,2,0,0,1,1,2,4,3,2
"ENSMUSG00000120231",4,8,2,2,7,7,8,10,12,18,12,9
"ENSMUSG00000120232",0,0,0,0,0,0,0,1,2,2,0,0
"ENSMUSG00000120233",13,4,6,4,5,5,13,8,13,13,8,11
"ENSMUSG00000120234",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000120235",2,2,2,3,1,1,0,0,0,0,0,0
"ENSMUSG00000120236",0,0,0,0,0,0,6,8,9,18,12,8
"ENSMUSG00000120237",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120238",11,4,2,20,17,10,1,2,0,0,1,0
"ENSMUSG00000120239",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000120240",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120241",55,67,68,59,46,61,133,138,135,175,135,138
"ENSMUSG00000120242",3,2,5,0,1,2,3,8,3,7,4,7
"ENSMUSG00000120243",1,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000120244",3,1,0,3,3,0,3,5,7,9,2,4
"ENSMUSG00000120245",0,1,2,0,0,1,26,22,42,43,41,38
"ENSMUSG00000120246",0,0,0,0,0,0,43,19,9,0,4,11
"ENSMUSG00000120247",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120248",1,1,0,0,1,2,0,1,1,1,1,1
"ENSMUSG00000120249",4,4,0,3,5,1,1,2,0,1,8,1
"ENSMUSG00000120250",18,26,39,25,23,19,185,244,289,412,270,217
"ENSMUSG00000120251",1,0,1,0,0,0,15,6,10,10,8,7
"ENSMUSG00000120252",0,1,0,0,0,0,26,35,81,37,66,52
"ENSMUSG00000120253",2,0,0,0,0,0,2,1,3,7,5,2
"ENSMUSG00000120254",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120255",0,0,3,3,1,1,11,12,14,16,15,10
"ENSMUSG00000120256",0,0,1,0,0,0,5,4,9,10,3,8
"ENSMUSG00000120257",0,0,0,0,0,0,18,9,7,4,2,9
"ENSMUSG00000120258",3,3,10,4,8,4,8,7,10,17,10,9
"ENSMUSG00000120259",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120260",11,6,5,7,10,10,14,4,10,12,12,7
"ENSMUSG00000120261",0,0,0,0,0,0,0,1,0,0,0,2
"ENSMUSG00000120262",3,3,11,5,5,2,5,30,17,32,22,15
"ENSMUSG00000120263",1,2,2,0,1,3,24,29,41,14,26,33
"ENSMUSG00000120264",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120265",12,10,3,16,8,6,4,6,13,12,12,8
"ENSMUSG00000120266",0,0,1,1,1,1,20,35,32,60,32,24
"ENSMUSG00000120267",0,0,0,0,0,1,0,2,0,0,0,0
"ENSMUSG00000120268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120269",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000120270",0,0,0,0,0,0,2,1,1,0,0,3
"ENSMUSG00000120271",1,1,1,1,0,0,0,3,1,2,3,1
"ENSMUSG00000120272",0,0,0,1,1,0,3,1,1,1,0,2
"ENSMUSG00000120273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120274",1,1,0,2,3,2,6,10,10,1,9,5
"ENSMUSG00000120275",4,4,7,1,1,2,0,0,0,0,0,0
"ENSMUSG00000120276",4,1,2,6,6,8,5,7,7,3,5,2
"ENSMUSG00000120277",5,0,2,5,1,4,11,13,15,23,13,8
"ENSMUSG00000120278",2,4,0,2,2,1,1,0,1,1,0,3
"ENSMUSG00000120279",31,32,34,57,84,30,0,0,2,1,0,0
"ENSMUSG00000120280",0,0,1,1,1,0,3,1,5,4,2,6
"ENSMUSG00000120281",2,1,1,1,1,1,0,0,0,0,0,1
"ENSMUSG00000120282",8,11,0,5,23,4,0,0,0,3,1,1
"ENSMUSG00000120283",0,0,0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000120284",1,0,4,1,0,0,1,2,3,2,1,1
"ENSMUSG00000120285",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000120286",7,10,4,2,10,8,3,3,5,7,6,2
"ENSMUSG00000120287",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120288",4,2,0,5,2,4,11,11,28,2,24,16
"ENSMUSG00000120289",0,3,1,1,1,1,5,3,1,5,1,2
"ENSMUSG00000120290",5,1,1,6,2,4,13,9,13,19,18,8
"ENSMUSG00000120291",0,0,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000120292",0,0,0,0,0,0,1,0,0,1,1,0
"ENSMUSG00000120293",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120294",27,32,22,45,17,20,1,2,0,1,3,0
"ENSMUSG00000120295",0,0,0,0,0,0,1,2,0,0,0,2
"ENSMUSG00000120296",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120297",1,0,0,0,0,0,4,7,6,5,7,3
"ENSMUSG00000120298",24,30,8,15,19,11,44,75,69,49,57,47
"ENSMUSG00000120299",2,0,1,2,4,3,5,13,17,4,14,18
"ENSMUSG00000120300",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120301",2,3,11,2,1,4,12,14,16,11,18,14
"ENSMUSG00000120302",0,0,0,0,0,0,30,10,4,2,6,17
"ENSMUSG00000120303",3,1,3,2,4,0,0,1,1,1,1,1
"ENSMUSG00000120304",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120305",0,0,0,0,0,0,1,0,2,3,1,0
"ENSMUSG00000120306",0,0,0,0,0,0,1,0,0,1,1,0
"ENSMUSG00000120307",1,1,2,2,3,2,0,0,0,0,0,0
"ENSMUSG00000120308",31,30,38,25,24,26,21,39,39,33,23,26
"ENSMUSG00000120309",1,0,0,4,0,1,62,99,136,111,147,72
"ENSMUSG00000120310",9,3,3,9,6,6,22,29,35,13,24,25
"ENSMUSG00000120311",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120312",14,14,2,15,15,8,24,38,47,19,34,33
"ENSMUSG00000120313",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120314",48,66,101,51,44,43,0,0,0,0,0,0
"ENSMUSG00000120315",12,9,8,12,7,5,14,21,12,30,12,14
"ENSMUSG00000120316",2,5,3,9,12,4,2,6,7,4,8,2
"ENSMUSG00000120317",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120318",0,1,0,0,1,0,72,107,98,132,139,54
"ENSMUSG00000120319",1,0,0,0,1,1,3,2,5,8,6,5
"ENSMUSG00000120320",0,1,0,0,0,1,1,0,1,2,1,0
"ENSMUSG00000120321",0,0,0,0,0,0,27,46,68,100,57,37
"ENSMUSG00000120322",3,2,0,0,1,1,17,34,33,9,16,23
"ENSMUSG00000120323",1,1,1,0,1,0,10,14,23,35,18,19
"ENSMUSG00000120324",2,0,1,0,0,0,1,1,0,0,1,0
"ENSMUSG00000120325",4,5,5,5,8,2,6,10,10,12,7,5
"ENSMUSG00000120326",2,1,1,3,2,0,4,3,1,1,0,2
"ENSMUSG00000120327",1,3,2,2,3,0,0,3,3,5,1,0
"ENSMUSG00000120328",16,4,8,8,12,5,140,190,261,392,197,178
"ENSMUSG00000120329",0,0,1,0,1,0,10,11,20,19,12,14
"ENSMUSG00000120330",0,1,0,5,1,1,24,24,26,13,26,22
"ENSMUSG00000120331",2,1,1,1,2,1,3,1,2,5,2,4
"ENSMUSG00000120332",1,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000120333",3,4,9,1,2,4,6,3,7,7,1,6
"ENSMUSG00000120334",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120335",7,5,10,8,2,7,6,7,10,36,15,7
"ENSMUSG00000120336",6,1,0,4,4,1,0,0,0,0,0,0
"ENSMUSG00000120337",115,78,25,98,39,43,0,0,0,0,0,0
"ENSMUSG00000120338",34,47,62,36,47,39,0,0,0,0,0,0
"ENSMUSG00000120339",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120340",19,23,9,9,13,18,18,13,16,23,19,12
"ENSMUSG00000120341",0,0,0,0,1,0,4,5,3,3,3,6
"ENSMUSG00000120342",4,2,2,3,2,3,11,28,34,25,21,18
"ENSMUSG00000120343",5,3,5,8,6,7,13,9,12,14,11,11
"ENSMUSG00000120344",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120345",0,1,0,0,0,1,17,10,29,15,20,12
"ENSMUSG00000120346",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120347",2,3,2,2,3,2,4,2,1,2,3,2
"ENSMUSG00000120348",0,0,0,0,0,0,1,2,0,0,1,0
"ENSMUSG00000120349",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000120350",0,0,0,0,0,0,1,0,1,1,0,1
"ENSMUSG00000120351",3,1,0,2,1,4,13,14,17,18,14,11
"ENSMUSG00000120352",0,0,0,0,0,1,18,31,25,15,19,22
"ENSMUSG00000120353",3,4,2,2,4,4,1,7,3,3,2,4
"ENSMUSG00000120354",0,0,1,0,0,0,1,0,1,1,0,0
"ENSMUSG00000120355",0,0,0,0,0,0,1,0,1,1,0,0
"ENSMUSG00000120356",0,0,2,1,0,0,19,48,45,27,43,72
"ENSMUSG00000120357",1,1,3,3,3,3,4,5,5,3,5,4
"ENSMUSG00000120358",1,0,3,1,2,0,3,6,3,3,9,5
"ENSMUSG00000120359",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120360",2,1,3,2,2,1,20,47,57,38,42,31
"ENSMUSG00000120361",2,4,3,6,4,2,12,13,7,11,8,9
"ENSMUSG00000120362",7,4,4,9,5,3,14,24,19,15,20,11
"ENSMUSG00000120363",10,4,14,10,5,1,0,0,0,0,0,0
"ENSMUSG00000120364",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120365",0,0,0,0,0,0,23,41,62,46,41,37
"ENSMUSG00000120366",0,0,0,0,0,0,2,1,1,2,0,4
"ENSMUSG00000120367",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120368",2,9,19,7,4,4,5,5,5,8,0,8
"ENSMUSG00000120369",39,42,44,64,48,50,133,187,232,220,201,153
"ENSMUSG00000120370",2,1,0,0,1,1,0,1,2,2,2,0
"ENSMUSG00000120371",1,0,1,0,0,1,3,5,12,5,12,3
"ENSMUSG00000120372",0,1,0,4,0,3,4,3,1,7,4,4
"ENSMUSG00000120373",0,0,2,0,1,1,21,61,74,111,79,77
"ENSMUSG00000120374",44,32,2,25,27,12,9,12,10,12,11,13
"ENSMUSG00000120375",0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000120376",7,7,3,3,11,5,5,14,23,5,8,5
"ENSMUSG00000120377",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120378",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120379",22,15,0,17,4,11,1,1,0,0,0,1
"ENSMUSG00000120380",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120381",0,0,0,0,0,0,2,0,1,2,1,1
"ENSMUSG00000120382",21,18,4,25,16,8,30,40,51,44,43,47
"ENSMUSG00000120383",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120384",0,0,0,0,2,1,49,51,54,93,63,47
"ENSMUSG00000120385",1,0,0,0,0,1,6,1,2,1,4,5
"ENSMUSG00000120386",9,8,12,12,7,14,2,2,1,0,1,1
"ENSMUSG00000120387",2,4,4,4,9,2,7,9,9,6,5,9
"ENSMUSG00000120388",0,0,0,0,0,0,2,0,0,0,0,1
"ENSMUSG00000120389",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120390",9,9,36,10,9,7,43,30,60,90,43,40
"ENSMUSG00000120391",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000120392",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120393",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120394",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120395",0,0,2,0,0,0,16,7,11,12,10,9
"ENSMUSG00000120396",3,0,1,0,1,4,9,14,15,3,9,4
"ENSMUSG00000120397",1,0,0,1,0,0,23,18,30,31,24,14
"ENSMUSG00000120398",0,0,0,0,0,0,1,0,1,0,2,0
"ENSMUSG00000120399",3,4,0,3,4,0,5,4,6,0,3,2
"ENSMUSG00000120400",78,66,162,68,80,67,0,0,1,0,0,1
"ENSMUSG00000120401",5,21,0,4,14,8,9,11,14,7,9,8
"ENSMUSG00000120402",0,1,0,0,0,3,7,6,5,5,4,0
"ENSMUSG00000120403",8,6,1,3,9,1,9,6,7,13,4,5
"ENSMUSG00000120404",0,0,0,0,0,0,3,12,5,3,6,3
"ENSMUSG00000120405",0,0,1,0,2,0,21,23,29,21,23,28
"ENSMUSG00000120406",0,1,0,1,2,3,4,3,3,2,3,1
"ENSMUSG00000120407",0,0,0,0,0,0,0,0,1,3,1,0
"ENSMUSG00000120408",0,0,0,1,1,0,6,13,14,13,9,8
"ENSMUSG00000120409",6,8,13,5,9,3,9,22,30,38,24,23
"ENSMUSG00000120410",1,1,0,0,0,0,6,7,4,0,4,7
"ENSMUSG00000120411",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000120412",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000120413",0,1,0,3,1,1,5,4,13,19,9,8
"ENSMUSG00000120414",0,2,0,1,1,0,0,1,4,3,0,3
"ENSMUSG00000120415",1,0,0,1,0,2,0,0,0,0,0,0
"ENSMUSG00000120416",14,15,10,5,9,10,0,1,0,0,0,2
"ENSMUSG00000120417",18,19,14,22,13,10,0,0,0,0,0,0
"ENSMUSG00000120418",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000120419",5,1,1,4,2,2,1,3,4,16,2,6
"ENSMUSG00000120420",0,0,4,0,0,0,0,1,2,3,1,2
"ENSMUSG00000120421",0,0,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000120422",19,21,8,11,13,8,14,15,17,10,7,13
"ENSMUSG00000120423",0,0,1,0,1,1,69,52,22,20,22,22
"ENSMUSG00000120424",12,15,9,17,13,15,26,24,37,47,20,17
"ENSMUSG00000120425",8,9,11,12,14,4,2,7,7,17,4,1
