"","RR9_TMS_FLT_F1","RR9_TMS_FLT_F10","RR9_TMS_FLT_F2","RR9_TMS_FLT_F3","RR9_TMS_FLT_F4","RR9_TMS_FLT_F5","RR9_TMS_FLT_F6","RR9_TMS_FLT_F7","RR9_TMS_FLT_F8","RR9_TMS_FLT_F9","RR9_TMS_GC_G1","RR9_TMS_GC_G10","RR9_TMS_GC_G2","RR9_TMS_GC_G3","RR9_TMS_GC_G4","RR9_TMS_GC_G5","RR9_TMS_GC_G6","RR9_TMS_GC_G7","RR9_TMS_GC_G8","RR9_TMS_GC_G9"
"ENSMUSG00000069036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069041",0,0,0,1,0,0,0,0,0,6,0,3,8,0,0,0,0,0,0,0
"ENSMUSG00000069044",13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0
"ENSMUSG00000069045",744,647,872,554,515,631,527,1315,649,1118,571,589,3464,1152,470,2048,720,530,1167,362
"ENSMUSG00000069049",322,272,405,355,303,251,142,479,205,444,356,336,2009,620,165,1238,297,217,642,158
"ENSMUSG00000069053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069072",0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000069074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ENSMUSG00000069080",0,1,0,12,6,0,2,30,0,0,0,0,0,35,0,7,12,0,0,0
"ENSMUSG00000069083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069085",0,0,0,0,0,0,0,10,0,0,1,9,3,0,0,0,0,16,0,0
"ENSMUSG00000069089",75,116,110,87,89,73,176,123,57,287,283,163,1636,432,197,1309,141,233,370,44
"ENSMUSG00000069094",146,78,120,112,127,74,187,309,113,211,150,155,805,348,109,614,185,127,273,93
"ENSMUSG00000069114",13,2,33,31,5,14,13,40,17,20,17,25,24,28,10,55,6,1,20,2
"ENSMUSG00000069117",5,2,0,5,1,0,18,1,2,4,4,5,11,12,2,9,2,11,3,2
"ENSMUSG00000069118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069125",0,0,0,0,0,1,0,11,1,0,1,4,7,3,0,4,0,0,2,0
"ENSMUSG00000069132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069135",185,98,87,177,106,95,128,223,85,169,394,174,1121,396,188,1287,222,266,350,65
"ENSMUSG00000069170",13,12,0,14,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
"ENSMUSG00000069171",5,9,2,29,0,5,52,64,5,5,42,22,42,34,10,94,19,19,25,5
"ENSMUSG00000069184",16,1,0,22,6,0,14,26,10,58,48,4,48,58,19,76,3,1,9,18
"ENSMUSG00000069188",0,0,1,2,0,0,0,1,0,2,0,0,7,5,1,6,1,0,5,0
"ENSMUSG00000069189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069196",1,0,1,0,1,0,0,0,0,1,1,0,6,3,1,1,0,1,3,0
"ENSMUSG00000069206",35,24,48,67,16,7,17,52,0,34,74,22,244,79,13,191,12,28,53,19
"ENSMUSG00000069208",16,1,27,43,7,28,33,48,74,65,83,89,443,176,90,459,38,92,163,37
"ENSMUSG00000069223",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000069227",0,0,0,0,0,7,0,0,1,0,0,0,25,0,0,1,0,0,5,0
"ENSMUSG00000069236",0,0,1,0,0,0,0,1,0,2,0,0,31,1,1,10,2,0,1,0
"ENSMUSG00000069237",145,100,118,135,104,78,92,177,120,219,165,180,1008,364,88,710,163,135,232,76
"ENSMUSG00000069248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069255",71,31,27,139,20,39,55,243,55,86,69,10,888,116,29,236,60,138,138,38
"ENSMUSG00000069258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000069259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069265",0,0,0,3,0,0,1,0,6,0,0,1,17,0,0,1,0,0,19,0
"ENSMUSG00000069266",0,2,0,0,0,0,0,0,0,0,4,19,4,27,0,25,1,4,5,0
"ENSMUSG00000069267",11,3,0,2,6,0,0,8,0,7,152,79,412,147,44,894,21,84,83,15
"ENSMUSG00000069268",0,0,0,0,5,0,5,1,28,15,17,18,50,4,6,27,14,18,6,1
"ENSMUSG00000069270",1,0,16,13,5,10,22,26,18,13,131,37,247,123,27,213,28,28,87,28
"ENSMUSG00000069272",276,585,222,1016,712,208,1015,1543,260,1845,18601,7087,60432,33235,5738,76270,5128,11018,19305,2976
"ENSMUSG00000069273",0,0,0,1,1,0,8,18,0,2,36,14,253,53,14,170,28,9,36,29
"ENSMUSG00000069274",0,0,0,0,1,0,1,0,0,0,8,7,57,20,13,29,0,0,23,0
"ENSMUSG00000069280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069294",0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0
"ENSMUSG00000069295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000069296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000069300",1,17,12,22,10,0,6,12,7,8,273,229,1081,566,84,1169,178,109,228,44
"ENSMUSG00000069301",0,8,2,5,0,1,14,1,1,34,114,47,338,87,52,418,36,76,67,15
"ENSMUSG00000069302",0,0,0,0,4,0,0,0,0,0,24,12,98,48,7,81,3,0,31,13
"ENSMUSG00000069303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000069305",0,8,0,0,0,0,3,0,0,0,10,3,45,15,0,41,13,1,8,0
"ENSMUSG00000069306",2,4,0,0,0,0,0,2,0,0,12,6,46,30,5,33,2,0,6,7
"ENSMUSG00000069307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069308",0,0,0,0,0,0,1,0,0,0,28,8,55,12,0,64,6,17,14,0
"ENSMUSG00000069309",51,24,11,83,45,27,109,131,34,165,3936,1469,7714,2842,1075,8870,767,968,2756,366
"ENSMUSG00000069310",1,0,0,2,0,0,6,0,1,25,227,56,724,458,27,254,65,85,236,15
"ENSMUSG00000069315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069324",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0
"ENSMUSG00000069355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069376",0,0,0,0,2,0,0,0,0,2,2,0,60,0,0,1,0,0,1,2
"ENSMUSG00000069378",0,0,0,0,0,0,0,0,0,0,1,0,18,5,1,4,0,0,0,0
"ENSMUSG00000069379",2,2,0,0,1,1,1,1,0,0,5,0,9,2,1,13,0,1,4,0
"ENSMUSG00000069385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069421",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069439",0,0,0,0,0,0,0,0,7,1,0,0,1,8,0,4,0,4,0,0
"ENSMUSG00000069441",14,23,1,0,8,1,6,22,23,59,1,12,1,12,0,88,1,15,12,0
"ENSMUSG00000069456",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069495",389,247,226,465,372,128,241,512,191,570,454,317,1863,697,270,1651,385,352,779,137
"ENSMUSG00000069515",33,24,57,42,29,3,3,76,16,117,59,23,646,50,17,298,12,17,2,37
"ENSMUSG00000069516",503,438,431,1133,576,392,638,1752,615,1534,1506,950,12039,2205,927,5786,734,662,1194,449
"ENSMUSG00000069520",94,107,66,120,48,79,46,112,42,91,159,128,950,228,163,730,103,209,260,15
"ENSMUSG00000069539",167,140,170,167,163,167,135,343,75,239,229,178,798,404,143,737,196,189,264,75
"ENSMUSG00000069540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069554",0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0
"ENSMUSG00000069565",81,81,84,177,129,39,58,225,81,270,517,174,3036,665,177,2793,206,272,751,91
"ENSMUSG00000069581",0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
"ENSMUSG00000069582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069588",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ENSMUSG00000069601",97,88,113,131,63,61,53,199,27,188,196,57,597,419,57,448,120,83,239,37
"ENSMUSG00000069607",0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,2,3,0
"ENSMUSG00000069609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069620",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069631",24,0,16,12,16,34,11,8,24,34,97,15,268,77,4,163,71,41,96,8
"ENSMUSG00000069633",2,36,3,33,57,0,4,39,17,9,33,0,165,22,2,95,16,73,32,51
"ENSMUSG00000069662",1301,1494,1491,2390,1277,1237,1760,2656,1584,3030,2837,1802,18741,6844,1658,12664,2496,2901,6766,873
"ENSMUSG00000069668",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069670",0,0,0,0,0,0,0,1,0,0,5,0,5,0,0,0,0,1,0,0
"ENSMUSG00000069678",19,26,32,66,4,25,25,29,19,50,93,67,356,132,31,297,21,56,87,13
"ENSMUSG00000069682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069706",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069713",17,0,0,0,3,0,0,0,0,0,9,21,50,0,9,38,7,14,20,14
"ENSMUSG00000069717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069721",0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,8,0
"ENSMUSG00000069722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069727",26,0,14,31,0,2,2,28,1,20,0,17,48,38,23,0,5,17,43,2
"ENSMUSG00000069729",241,269,170,320,249,135,246,307,213,473,684,254,2713,949,236,1642,200,487,1040,159
"ENSMUSG00000069733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069743",84,30,40,77,10,36,33,85,74,86,257,63,838,309,105,746,71,101,156,25
"ENSMUSG00000069744",346,430,325,1172,426,444,577,1025,414,1403,1593,911,10527,2818,916,9367,660,1397,2038,552
"ENSMUSG00000069755",35,9,5,28,0,21,6,27,10,17,18,22,140,74,6,91,64,32,76,28
"ENSMUSG00000069763",2,2,4,35,19,14,0,21,8,11,18,12,170,11,32,3,25,0,2,3
"ENSMUSG00000069769",703,445,542,613,410,371,502,1010,613,1055,1152,618,6641,1919,533,3736,716,916,1735,328
"ENSMUSG00000069785",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0
"ENSMUSG00000069792",356,258,316,517,279,143,341,963,672,1152,430,482,3081,658,738,1458,260,281,181,358
"ENSMUSG00000069793",21,25,14,62,0,39,15,97,19,49,118,36,324,196,34,553,62,38,186,30
"ENSMUSG00000069796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069804",0,0,0,0,0,0,0,0,1,2,0,0,15,0,0,2,0,0,1,0
"ENSMUSG00000069805",0,0,0,0,0,0,1,0,0,0,0,0,39,6,0,39,0,0,17,0
"ENSMUSG00000069806",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069808",13,25,4,34,25,3,1,84,21,20,45,82,151,73,6,129,53,27,122,12
"ENSMUSG00000069814",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069816",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,9,0,0
"ENSMUSG00000069818",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069830",0,0,10,0,0,0,0,30,0,3,3,0,0,18,0,6,0,5,0,3
"ENSMUSG00000069833",808,463,376,984,620,438,355,1255,515,659,915,524,9399,1278,464,2247,793,823,1356,322
"ENSMUSG00000069835",0,0,0,15,0,0,0,0,1,0,0,27,9,0,7,6,3,12,1,0
"ENSMUSG00000069844",29,22,8,44,72,11,49,41,62,89,26,19,569,83,32,275,19,57,174,21
"ENSMUSG00000069855",0,12,0,1,0,0,9,0,0,2,0,19,2,11,4,10,0,0,1,0
"ENSMUSG00000069862",97,100,134,105,80,66,84,211,98,203,256,166,1067,403,108,656,166,141,351,80
"ENSMUSG00000069867",0,0,0,0,0,0,0,9,0,0,1,0,20,0,0,1,0,0,1,0
"ENSMUSG00000069873",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000069874",97,71,89,86,84,25,44,283,36,163,41,129,481,178,54,434,117,110,115,51
"ENSMUSG00000069892",50,26,28,69,27,26,9,156,34,124,71,13,267,118,54,312,6,15,49,9
"ENSMUSG00000069893",0,1,0,0,9,3,0,3,0,2,1,2,13,7,3,14,0,0,0,0
"ENSMUSG00000069895",38,60,12,58,0,22,18,34,31,30,72,18,394,96,55,372,90,39,168,3
"ENSMUSG00000069899",64,32,41,28,37,25,42,72,47,99,39,39,344,107,32,285,28,67,62,32
"ENSMUSG00000069910",83,90,166,98,69,45,58,130,52,128,623,221,1625,597,130,1562,251,193,645,70
"ENSMUSG00000069911",0,1,0,0,0,0,5,0,0,0,0,0,9,0,0,0,2,0,0,0
"ENSMUSG00000069913",1,0,3,4,0,0,0,9,2,2,5,1,18,10,6,17,2,1,5,1
"ENSMUSG00000069917",7483,5422,3417,11605,7205,4626,821,10721,2258,3967,6343,7106,52860,7581,8888,10365,6137,12953,2711,4224
"ENSMUSG00000069919",10609,8787,4698,16419,12275,6940,1221,15457,3633,5161,7216,11136,66181,12098,13665,13882,7944,18557,4710,6037
"ENSMUSG00000069920",1,18,0,5,2,0,0,40,0,1,51,15,85,14,9,75,21,14,23,1
"ENSMUSG00000069922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069925",0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSMUSG00000069939",0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0
"ENSMUSG00000069962",0,0,0,0,0,0,10,0,0,0,1,8,12,1,0,13,0,0,1,0
"ENSMUSG00000069971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069972",62,46,39,28,40,34,49,120,45,137,204,95,656,365,60,765,89,124,286,40
"ENSMUSG00000069986",0,0,0,0,0,0,7,13,0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000069996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069998",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070000",71,70,115,38,37,79,70,126,98,405,382,146,2339,642,72,1953,250,218,592,65
"ENSMUSG00000070002",18,52,41,67,22,24,33,46,7,75,188,14,459,164,42,570,33,55,154,27
"ENSMUSG00000070003",45,68,38,93,27,24,39,67,32,149,270,115,1220,354,113,1016,115,146,393,54
"ENSMUSG00000070023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070025",0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,4,0,0,1,0
"ENSMUSG00000070031",135,44,55,67,42,17,62,154,66,159,203,92,729,248,39,682,147,51,253,27
"ENSMUSG00000070034",244,230,235,276,132,120,290,521,222,626,712,527,3310,1329,246,3714,347,485,1293,170
"ENSMUSG00000070044",8,0,3,12,7,13,10,9,20,12,1,0,239,1,19,66,13,36,1,4
"ENSMUSG00000070047",41,7,73,96,38,48,46,60,63,141,55,75,333,79,12,188,45,72,113,24
"ENSMUSG00000070056",122,170,138,265,73,158,144,331,180,315,314,173,1261,471,135,1242,210,206,485,74
"ENSMUSG00000070063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070074",0,0,3,0,0,0,2,0,0,1,0,3,9,2,0,4,0,1,0,0
"ENSMUSG00000070075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070077",5,0,0,0,0,0,2,10,0,9,0,4,16,1,1,16,0,4,0,5
"ENSMUSG00000070078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070106",0,0,1,0,0,0,1,0,0,0,1,1,6,1,0,15,6,0,2,0
"ENSMUSG00000070107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070111",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000070126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070166",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,1,0
"ENSMUSG00000070167",20,19,17,18,21,6,27,46,13,63,51,89,218,141,29,229,48,79,66,30
"ENSMUSG00000070170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070214",0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000070225",5,1,4,0,1,1,1,1,4,0,6,0,3,11,0,9,2,1,3,1
"ENSMUSG00000070227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070271",0,2,0,1,0,0,4,0,1,2,0,1,9,1,0,6,1,0,1,0
"ENSMUSG00000070280",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070283",167,290,143,347,126,61,94,482,134,610,388,269,3435,1449,341,3297,141,636,1065,275
"ENSMUSG00000070284",12,48,11,29,5,3,10,49,8,41,118,53,162,115,17,283,14,5,153,7
"ENSMUSG00000070287",6,0,0,0,0,5,0,1,0,0,31,12,25,4,0,14,0,1,1,0
"ENSMUSG00000070291",0,9,2,4,0,0,0,6,0,5,0,3,6,9,7,20,0,0,0,3
"ENSMUSG00000070298",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ENSMUSG00000070304",1,1,14,0,7,10,20,3,0,0,29,28,84,45,16,174,0,21,28,6
"ENSMUSG00000070305",13,5,41,40,3,15,1,19,13,27,112,12,80,55,0,191,21,17,136,11
"ENSMUSG00000070306",42,17,2,11,18,12,40,4,44,73,81,113,394,111,9,455,33,122,75,32
"ENSMUSG00000070311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0
"ENSMUSG00000070315",14,47,77,71,100,28,60,70,113,94,70,75,329,125,104,225,100,101,135,44
"ENSMUSG00000070319",294,330,208,496,277,192,253,693,178,764,971,484,5652,1490,685,6345,452,587,1531,233
"ENSMUSG00000070323",0,0,0,17,0,2,0,1,0,1,0,1,9,0,0,11,2,0,0,12
"ENSMUSG00000070324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070327",159,122,213,198,94,78,81,662,156,433,267,233,859,448,130,1099,174,166,444,77
"ENSMUSG00000070330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070332",0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,0,0,3,0,0
"ENSMUSG00000070334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070336",0,0,0,0,0,0,1,0,0,1,3,5,21,0,0,1,0,3,7,0
"ENSMUSG00000070337",0,0,0,0,1,1,17,6,0,0,4,16,16,8,0,23,0,37,0,0
"ENSMUSG00000070342",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070343",65,139,65,155,93,63,93,291,117,282,382,225,1800,754,182,1753,148,257,519,104
"ENSMUSG00000070345",0,0,0,0,0,0,0,0,0,0,0,6,7,0,13,17,0,0,5,0
"ENSMUSG00000070348",57,84,59,88,83,60,59,127,95,285,230,115,1600,318,65,1034,136,178,185,51
"ENSMUSG00000070354",19,1,14,4,14,17,19,2,17,19,31,16,82,37,1,57,36,31,71,1
"ENSMUSG00000070360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
